review,cluster,action_cluster
식비절약 가계부 인가족 맞벌이부부의 식비줄이기 외식없이 집밥 해 먹은 주말과 신랑과 나의 도시락 인가족 맞벌이부부의 식비줄이기 마이너스 난 식비 금요일 오전의 밥상 은 위 포스팅을 참고해 주세요 금 식비절약 일째 퇴근길 주말에 장본  금식비절약 일째식비절약의 첫날은무지출로 마무리이날의 밥상 과점심도시락 은 없다왜냐하면금요일은 도시락 챙기지 않고 사 먹는 날 토식비절약 일째 토요일 아침은원 주고 사온 콩나물론콩나물 무침을세일에 저렴하게 구입한느타리 버섯 팩은살짝 데쳐서 들깨가루에 볶아냈다냉동실에 국거리용양지가 있어 간만에된장찌개 까지 끓임 그릇의 밥과찌개 그릇을 준비하고사진 좀 찍을께 했더니다소곳이 기다리는 신랑과 미소 이제 다 찍었어말 떨어 지게 무섭게밥 먹는 를 하면서용 사진을 찍어야 하니우리집엔 사진 좀이제 됐다 먹어도 돼 저녁은 무얼 먹을까고민하는데 신랑이업소용 참치를 개봉 하자고 했다업소용 참치엔 김자반과김치만 있으면 된다고 하던 신랑 그래서 사왔지 김자반과다음날 잡채에 넣을어묵과 크래미그리고 저렴하게 판매하는핫도그의 유혹을 뿌리 칠수 없어냉동 핫도그 개도 사왔다지역화폐 할인적용식비지출 원 이날 업소용 참치를 개봉해서두 밥그릇 정도 리필해서 먹고 신랑이 원했던 김자반냉동실 치킨너겟과아침에 끓였던 된찌로저녁 해결 일식비절약 일째 비가 온것도 아닌 일요일아침엔 부추전을 구웠다부추와 새송이버섯 당근양파를 채썰고 부추전을 구웠다부추전을 더욱 바삭하게즐기려면 빵가루를 솔솔뿌려서 구워 주면 식어도바삭 바삭한 전이 된다 거기다 국거리용 소고기조금 남겨 둔걸로콩나물은 빠진 붉은 소고기 뭇국을 끓였다 전 붙이고 소고기 뭇국끓여서 완성한 일요일 아침밥상상추는 옆집 아주머니가 주신것 부추전은 장 구움 콩나물은 빠졌지만무를 듬뿍 넣어 뭇국 국물맛이 시원하고 맛이 좋았다 상추에 참치와쌈장 넣어서 크게 한쌈 싸서아침 잘 챙겨 먹었다아침 먹고 신랑과바지 보러 나갔다 왔다가다이소에 들러 순간접착제와체중계에 들어 가는 납작한건전지를 사왔다생필품 지출 원 저녁엔 애들이 좋아 하는잡채를 간만에 만들었다 잡채를 특히나 좋아 하는미소는 밥 빼고 잡채로 배 채움 김자반과 김치 잡채저녁 밥상에도 빠지지 않았던 참치출출해 고구마도 삶아 먹었다 월식비절약 일째월요일 아침은늦잠을 자서 아침은 넘어 갔고이날 웬일로 신랑이 점심 도시락을챙겨 달라고 했다이유인 즉슨참치가 있기 때문에 신랑의 도시락 반찬은참치 김치 잡채에 어묵을넣었었는데 조금 남겨 두었다붉은 어묵 볶음으로 재 탄생 냉동 떡갈비와 계란 후라이구워서 신랑의 점심 도시락 챙겼고 나의 점심 도시락 반찬은이웃집 아주머니가 주신 물미역 어묵볶음 떡갈비계란 후라이 개와 초장 뚜껑닫고 도시락 인증샷 애들 저녁도 미리 챙겨 놓고 출근했다떡갈비 김치 어묵볶음계란후라이 이렇게 뚜껑과 종이 호일덮어 놓고 출근해서 밥 먹기전도시락 인증샷 퇴근하고 집에 가는길동네 마트에 들렀다저번부터 족발이 먹고 싶었는데마트에서 판매 하고 있길래냉큼 담아 오고 미소가 사달라고 했던 솜사탕과 막대 아이스크개를 사옴 지역화폐 할인적용식비지출 원 퇴근하고 돌아온 신랑의저녁은 짜장라면을 끓여줬다주말 동안 외식 없이집밥 잘 해 먹고평일날도 도시락 까지알뜰하게 챙겨 어느정도식비 방어를 할수 있었던것 같아뿌듯따봉맘 유튜브 기간 식비지출 원 잔액 원생필품 지출 원 잔액 원 ,2,1
      파주운정 록 행복주택 사전점검 체험기 행복주택 대학생 사회초년생 신혼부부 등을 위해 소규모 주택을 지어서 공급하는 사업이다출처 나무위키  참여도 할겸행복주택 를 해볼까 합니다조금 전 얘기지만 저는 행복주택에 담청되서계약을 진행한 상태였거든요 파주운정 록행복주택영구임대에신혼부부로 신청하여 선정되었습니다그전까지 작은 집에 살며 이날만은 기달려왔는데드디어 사전 입주 점검 시기가 왔네요 처음 해보는 사전 점검이다 보니설렘이 가득했습니다찾아가면 모두 설명해주시는데요이번에는 하자를 발견하면 코드를 이용해서전달하는 형식으로 바꼈는데이게 꽤나 불편한 시스템이였습니다 그래도 재미있게 잘 진행했는데한 여름이다보니 굉장히 더웠고유튜브를 통해 미리 공부를 해보고 갔는데생각보다 너무 사소한 것까지 다 요청한 것 같아죄송한 마음도 있었네요 어째든와이프와 즐겁고 유익한 시간이였습니다드디어 자취부터 시작해 인생 첫 아파트로 입성하네요교통편이 조금 불편해지긴 하지만기대 가득입니다 이 집에선 사실 개월 정도밖에 살지 않아요행복 주택 당첨 이후 주택 청약도 담청되서개월 후 이젠 검단으로 이사 갑니다내 집이 생기는 기대되는 일이지만그 만큼 부담감도 한 몫합니다인생의 처음이 많은결혼 생활행복하게 잘 살길 바라며이웃님의 응원도 기대해봅니다 ,2,3
   나의 소비일지 월 첫주 야호 월이 다 가는 소리가 들리고월이 다가오는 소리가 들립니다소비일지는 언제까지 쓸까요 가 끝날때까지 씁니다더 쓸수도 있습니다소비일지를 쓰면서 소비를 돌아봅니다생존반응신고도 함께 하고요소비로 나를 특정할 수 있습니다어디에 숨어도 잘 들키겠네요먹는 것 좋아하는 것 사는 것 쉽게 바뀌지 않으니까요일주일에  정도는 하는게 목표입니다소비횟수를 줄이기 위해서입니다횟수는 줄이고 질은 높이고그렇게 질 높은 소비를 하는게 목표입니다질 높은 소비는 만족스러운 소비입니다누가 내가 만족하는 소비입니다최종 목적은 또 따로 있습니다심플한 인생 심플한 인생은 뭘까요 고민하지 않는 인생입니다심플해서 좋은 것으로만 가득찬 인생멋지지 않나요그래서 뭘 그렇게 좋은걸 심플하게 하고살았냐고요실패인듯하지만보여드릴게요대초반 남자직장인추위 잘 탐패션테러리스트캥거루족어떤 소비를 할까요 월요일쿠팡 와우멤버십 원이번달도 고마웠습니다 간편이체 원직장동료들과 꽃마을에 가서 산채비빔밥 먹고 왔는데별루가락타운 원도시락엄마의찬도시락입니다집에 아무도없고 먹을 것도 없으면 퇴근길에 한번씩 도시락 사오는데요깨끗하고 여러가지 먹을 수 있어 애용합니다그리고 신상 무려 원짜리 돈까스커리 삼김 먹었는데별루제가 예전에 유통업게에 일한 적이 좀 있는데요그래서편의점에 신상 나오면 꼭 이용해봅니다변명엄마 원엄마한테 용돈을 드리지도생활비를 드리지도뭔 월세를 드리지도 않는데요그냥 가끔씩 돈 드립니다  화요일  수요일  목요일 월 첫날월말과 월초엔 고정지출이 많고이런저런 보복성소비도 많은 듯 참아야 합니다지에스네트웍 원편의점 택배 서비스가지고 있던 신발을 판매했어요여자친구 신으면 같이 신으려 했으나신발이 먼저 썩거나내가 죽고 유품으로 발견될까봐 얼른 판매고래야 잘가모임 원 원모임회비가 만원에서 만원으로 늘었는데세개 다 내가 총무라내 명의 카카오뱅크 모임통장으로 이체순서대로 친구들먹방모임 가족 라운딩 모임명 내년 여름 원정 모임명그래서 이번달부터 모임회비 예산 만원으로 업파이서브 원파이서브 나이키닷컴 나이키코리아가 결제 대행사가 바뀌었나보네요원 뭘까요조던 시카고 당첨 유니클로 원이번주 너무 추웠죠위에는 안추운데 밑에 너무 추워서집 오는길에 바지 샀다지난주부터 바지 사려고 탑텐 갔다가 실패스파오 갓다가 실패 하고 세번째 성공미쉐린베이커리 원집에 이모가 고춧가루 가지러 오신다길래손님맞이 빵 구매올해 고춧가루는 근에 천원 근해서 만원 이모가 와서 고춧가루를 가지고시골 가서 김장 시작 금요일무소비 무지출일 달성처음이다무소비 무지출 일 달성이번주 정말 맘에 든다 토요일페이 원무려 새벽 시에 포르투갈 전 월드컵 보다가전광판에 뜬 코카콜라 로고 번 보고세뇌당해서제로콜라 구매나머지 금액은 페이 사용해서 이번에 쓴 금액은 원그 외 무소비 무지출종일 김장다녀오는 길 기름은 엄마찬스  일요일스크린 원점화플러그 등 원올해 차에 정말 돈 많이 들어간다만원 또 썼다점화플러그와 코일 교환개 다 세트로소모품이니 기분 좋게 수리받았고잘 하고 왔다일요일인데 다행히 아저씨 있었고 부품상 아저씨 전화 바로 받았고등등 타이밍과 인복이 합쳐서 바로 받을 수 잇엇다 끝이번주는 다른걸 떠나서 일을 무소비 무지출 했다는 것에 큰 의의를 둔다이번주 가장 큰 금액 조던 시카고 원이제 드로우는 바로 결제되고 엠브이피 할인도 안해준다이번주 가장 만족스러운 소비 차 수리비 원이번주 가장불만족스러웠던 소비 밥값 원꽃마을 산채비빔밥이번주 고민 지금은 소비내역을 뱅크샐러드에서 해주는대로 정리하는데 예산 카테고리를 지금처럼 유지할지 아니면 그냥 필수소비와 안필수소비 같은 간단한 카테고리로 나눌지 말지애매한 것도 있다아름다웠네 이번주도매일 긍정적으로 살자고 다짐한다나는 아직도 지나간 일을 곱씹으며 후회하고이불킥하고또 반성하지만그래도 뭐 어때 뭐 어쩌라고 하는 말을 연습하면서늘 즐겁게 살자고 다짐한다난 잘생겻으니까 멋지게 살아야지 ,2,4
   월일 해커스공인중개사 공부 공법 남들이 너무 열심히 살아서나도 열심히 살라고 노력하는 중 갓생살기가 유행이라는데유행 따라가기 힘드네무지출라는 것도 있던데요거 아주 좋은 거 같다평소 아무 생각없이 돈을 쓰고월 말에 다 더해보면 내가 쓴 거 맞음근데 를 무의식중에 생각하고 있으니돈을 사용하기 전 한번 더 생각하게 된다근데 몰아서 씀월화수목 잘 아끼고 금요일에 탕진 많이 벌어서 많이 써야지조금벌어서 아껴쓰는 거 못하겠당 내 소망 제장 용도지역 용도지구 용도구역헷갈리는 거 정리하기용도지역 전국의 토지 생활권 지정중복 토지의 이용 건축물의 용도 건폐율 용적율 높이등을 제한 종류세분도시지역 인구와 산업이 밀집되어 있거나 예상되어 그 지역에 대하여 체계적인 개발정비관리보전등이 필요한 지역 주거지역 전용주거지역 제종 단독주택 양호한 생활환경 단독주택 제종 공동주택 양호한 생활환경 일반주거지역 제종 저층주택 편리한 주거환경 근생시설밀집 층이하 제종 중층주택 편리한 주거환경 층수제한조례로 제종 중고층주택 편리한 주거환경 층수제한 없음 준주거지역 주거 상업 업무 상업지역 근린상업지역 소매점홈플등 유통상업지역 도매점 일반상업지역 관공서 주변 중심상업지역 시내 명동강남 공업지역 전용공업지역 중화학공업공해성 공업등 포항제철석유화학 등 일반공업지역 환경을 저해하지 않는 공업 차공장 준공업지역 경공업 주거기능상업기능 비누양말수건공장 등 녹지지역 녹지의 보전이 필요한 지역 보전녹지지역 녹지공간을 보전 개발 북한산남산 등 생산녹지지역 농업생산을 위해 개발을 유보 논 밭 자연녹지지역 제한적 개발이 허용되는 지역 임시적 비도시지역 보전관리지역 도시지역에 준하여 체계적으로 관리하거나 농림지역 똔느 자연환경 보전지역에 준하여 관리할 필요가 있는 지역 보전관리지역 자연환경보전지역 생산관리지역 농림지역 계획관리지역 도시지역으로 편입이 예상되는 지역 농림지역 도시지역에 속하지 않는 농지법에 따른 농업진흥지역 또는 산지관리법에 따른 보전산지 등으로 농림업을 진흥시키고 산림을 보전하기 위해 필요한 지역자연환경보전지역 절대적보전행위제한가장 쎔 자 수 해 생 상 문 수자연환경 수자원 해안 생태계 상수원 문화재보전 수산자원 보호육성을 위해 필요한 지역 아니 공법은 내용이 너무 많아서진도가 넘 느림브릅자기들이 안한다고 범위 오지게 많이줌머리 깨져요조금만 줄여주세요구르트 본 포스팅은 해커스 학습 미션달성을 위하여 작성된 포스팅입니다 ,2,3
통장  월 자취생 생활비 직장인 가계부 사실 이번달은 가계부를 안쓰려고 했는데지난달에 월 가계부를 안써서 결국 쓰기로그래 을 해야 기억하고 실천하지 말야이제 돈좀 그만써 나한테 하는 말 사람 둘 강아지 한 마리식재료나 생필품을 내가 주문할때도 있고 아닐때도 있다 한쪽에 몰빵되는 경우도 많음참고로 강아지 비용은 생활비에서 제외 내 자취생 생활비는 늘 그렇듯월일요일이 한주로 쳐진다에 포스팅하는 가계부에 포함되는 내역은 자취생 식비 직장인 회사 점심값 생필품 교통비 인터넷 요금 유투브 프리미엄이나  멤버쉽같은 구독비 등등이번달에는 월세나 관리비도 넣어볼까 고민 중옷 산것도 넣고싶은데 쓰다가 돈을 너무 많이쓴것 같으면 월세관리비는 안넣을 예정이다 게다가 식비와 외식카페비가 나누어져있는데그 기준은 식비 회사 점심 회사에서 먹는 커피 마트 장보기 편의점 등등으로 필수적인 요소는 아니더라도 줄이기 힘든 거고외식카페 말 그대로 밖에서 밥먹고 커피 마신것친구들을 만날때나 회사사람들과 저녁먹은것도 포함개인적인 생각으로는 식비에 포함되는 내역은 줄이기 힘들지만 외식카페에 포함되는 내역은 줄이려면 줄일 수 있다고 생각되는 내역들이다원래 내가 쓰는 가계부에서는 회사 점심과 외식카페 장보기가 모두 나누어져 있는데 귀찮아서 의 자취생 생활비 직장인 가계부에서는 합쳐버렸다 월 첫째주 수일 외식카페 원교통차량 원경조사 원기타 원패션 원총 원이때 외식비가 많이나왔던게 이태원 로우앤슬로우를 다녀왔다 거기서 사용한 밥값만 인당 원이어서 많이 나올 수 밖에 없었다 그리고 기타에는 팀버튼 전시회에서 산 굿즈와 복권과 카카오톡 이모티콘 필름이 포함옷은 치마 하나랑 나시를 몇개 구매했다 이제 여름이 다가와서 흰티도 많이입고 반팔 셔츠도 많이 입어서 같이 입으려고 구매 월 둘째주 일월일일 식비 원외식카페 원교통차량 원경조사 원생활용품 원생활서비스 원 런드리고기타 원패션 원총 원이번주에는 회사에서 먹을 도시락을 새로 주문했다 식비에 포함 그리고 나가서도 한번 먹음 사촌동생이 와서 외식도 몇번 했어요 그리고 남동생 생일이라 생일선물도 주고 런드리고도 처음 이용해봤다 그런데 한번 이용하고 편해서 총 두번 이용해벌임 처음 사용해봤는데 너무 편하더라고요 앞으로 종종 이용하지 않을까 싶어요옷도 지난주에 이어 이번주에도 구매했다여름에 강아지 산책할때 편하게 입고다닐만한 옷이 없어서 하나 장만했다 헌터  포스팅 대표이미지에 나오는 노란색 조끼랑 바지 세트 월 셋째주 일월일일 식비 원외식카페 원인터넷 원생활용품 원기타 원패션 원총 원와우 언빌리버외식카페비용이 엄청 많이나온 날 그런데 저기에 흑백사진 찍은 비용도 포함이긴 해요 한번에 정산해서 구분하기가 어려워 비중을 많이 차지하는 쪽에 몰빵해서넣었다그 외에 패션은반팔 와이셔츠랑  에 족었던 롯데 프리미엄 아울렛에 놀러간 날 할인받아서 구매한 반스 반팔티 월 다섯째주 일월일일 식비 원외식카페 원교통차량 원생활용품 원기타 원패션 원멍청비용 원총 원이번주에는 헌터 장화를 할인받아서 구매했어요 헌터 장화 내돈내산  포스팅 보심 아시겠지만 여차저차 급으로 할인받았어요 원래는 전주 가계부에 적어야하는데 재결제한날 기준으로 적었다헌터 플레이 숏 오리지날 장화 그 외에 멍청비용도 에 적었고 링크대구 가서 이틀연속 약속이 있었어서 외식비도 나왔다 그래도 이번주에는 주말에밖에 외식을 안해서 다행 월 다섯째주 월일목 식비 원외식카페 원교통차량 원기타 총 원일밖에 안되는 마지막 주회사에서 먹을 도시락을 한번 더 주문하고 교통비는 후불 교통카드여서 월에 사용한게 이 주차에 청구된것신한카드는 특이하게 다음달 말에 청구가되서 다다음달 결제로 넘어가는 느낌생각해보니 이번달에는 패션 카테고리에 돈쓴게 없는 주가 이 주차밖에 없네요 소비랑 물욕이 폭발한 한달이었던듯 그나마 주적금 많이 들어놔서 만기된걸로 청년희망적금이랑 내채공하고 이사갈 집 계약금을 넣을 수 있었다 월 총 결산식비 원외식카페 원생활용품 원생활서비스 원교통비 원경조사 원인터넷 원패션 원기타 원멍청비용 원총 원 이번달에는 공휴일도 있고 사촌동생도 주정도 놀러와있었어서 맛난거 먹고 여기저기 다니기도 했고물욕이 터져버려서 돈을 많이 썼던것 같다 그래서 결국 줄이기는 실패 슬퍼서 썼다고 할게요허전한 마음을 쇼핑으로 푼 셈 이렇게 보니 원래 한번쯤 가고싶었던워터밤이나 흠뻑쇼 티켓을 못산게 다행인것 같다그거마저 샀으면 큰일났을뻔 다음달에는 줄이자 월 자취생 생활비 직장인 가계부 이번달도 어김없이 돌아온 자취생 생활비 직장 ,2,4
    쏠아의 월 네 번째  월찐이가 디아루 해서 쏠아가 주말부터 시작한 게임 요런 건 또 쏠아가 잘 키우지 레벨 까지 가즈아 화찐이랑 운동하는 길에 만난 예쁜 곰 그래서 찰칵 찍고 보니 조금 무섭네 수가계부 앱 마스터가 되고 있다고장비는 변동비는 로 하기로 결정 는 너무 예쁜데 광고가 너무 나와월부터 월까지 비용 입력한다고 새벽 시 취침 올해까지 작성해서 좋은 가계부 앱 추천해 드릴게요 목눈도 안 떠지고 비몽사몽으로 출근너무 이쁘고 달들 구리 한 금은 휴가다날이 좋아서 좋다 바빠 토쏠아와 찐이는 외출할 때 아이스 아메리카노를 매일 먹습니다 외식비 지출을 줄이고자 은 집에서 두 잔 준비하고 외출했습니다 플라스틱 컵과 빨대는 다이소에서 구매하고 더치커피 원액 도 대량 구매하였습니다 종이 홀더만 재사용환경을 생각하면 플라스틱을 줄여야하는데 다음엔 텀러 도전 일은 오랜만에 늦잠 자면서 뒹굴뒹굴하고 시즌 재미있게 보던 시즌를 해서 오랜만에 시청 달달하다 ,2,2
 월 주차  위치세이백화점 헤어스타일 어렸을 때 앨범을 넘겨보면 나는 항상 머리가 짧았다 몸이 안 좋았던 건 아니고 바리깡 작동음만 들으면 이전에 질문에 대한 답변으로 언급한 적이 있는데 모발이 지독한 직모라 주기적으로 파마를 해서 볼륨을 유지합니다 한여름을 덮수룩한 상태로 보냈는데 날씨가 선선해지면서 무슨 바람이 들었는지 충동적으로 시원하게 잘랐다가 머리카락이 삐죽삐죽 떠서 이번주 내내 굉장히 후회 중입니다 저번 에서 이어지는 내용입니다 결국 토요일에 무대인사 회차 표를 구했습니다 열 정중앙이면 괜찮을 줄 알았는데 생각보다 거리가 멀어서 이정재 정우성의 실물도 감흥이 없었네요 따로 포스팅을 할까 말까 고민되는데 귀찮은 마음이 더 앞섭니다 니혼진들의 국민 배우 야쿠쇼 코지의 영화 멋진세계를 봤는데 엔데믹 이후 오랜만에 대관 인 관람을 했네요 이러니까 가 아트하우스 사업을 접고 싶어 하지 영화관 괴담 생각나서 오싹했습니다 이 영화의 수입 소식과 포스터를 보자마자 정재영 택배 짤이 떠올랐는데 배급사가 일을 잘하네요 근데 추천사를 잘 읽어보면 보지도 않았는데 멋진 영화래요 딴지 죄송합니다 그럼 이만 택배 받으러 슝 사실은 익스트림 무비라고 써있음 모 영화 커뮤니티에서 이틀간 활동정지를 당했습니다 풀릴 시기에 다시 로그인해 보니 무기한 정지로 바꿔놓는 건 사람 기만하는 건가요 무슨 운영을 저따위로 하는지 모르겠네요 슬슬 탈퇴할 때가 되었나 봅니다 도대체 신상까까인 무뚝뚝 고구마칩이 얼마나 맛있길래 메일 테러를 하는 걸까요 저렇게 열심히 홍보하는 것치고는 디너의 여왕에서 뭘 받아본 적은 없습니다 드디어 중구 국민 체육센터가 재개장한다고 합니다 여름에 수영장을 너무 가고 싶었는데 가을 되니까 여네요 그나저나 수영 강습을 저 시간에 하면 학생 직장인들은 어떻게 듣나요 오랜만에 방문한 월평동에 있는 롯데시네마 둔산점 아트하우스 영화와는 또 성격이 다른 작게 개봉하는 상업 영화들을 한 타임씩 걸어줘서 가끔 원정을 가는데 개인적으로 추억이 많은 공간이라 추후에 따로 이 극장을 소개하는 포스팅을 올리려고 합니다 평소 기프티콘 사용이 아니면 카페를 잘 안 가는데 년 만에 공차에 갔더니 초당옥수수 스무디 왜 단종인가요 이건 진짜 화나네 금토일 보문산 청년광장 쪽 야외음악당에서 숲속의 열린음악회 행사를 진행한다고 합니다 토요일에 빅마마 이영현 온다고 해서 구경 가려고 했는데 올라가기 귀찮네요 일요일은 육군 의장대의 공연이 예정되어 있는데 어떤 연예인이 속해있어서 팬들이 엄청 몰릴 거라고 동생이 귀띔을 해줬습니다 대대적으로 홍보를 하던 세이백화점 본관 굿바이 세일 기간도 마감되었습니다 미미하고 약소한 이 에서나마 홍보를 보탰어야 하는데 나중에 건물 부수고서야 사진들 꺼내서 추억팔이나 할 것 같네요이번 주에 대전 에서 관람한 영화 편을 넘겼는데 세이투 정상영업 합니다라는 현수막이 우리 식당 그 짤이 생각나서 더 처연하게 느껴집니다 뭣도 없는  읽으러 귀한 곳에 와주신 귀한 분들 다음 주도 리얼월드에서 파이팅 하시길 바랍니다 ,2,2
      주차 월또 놀이터 그네 이상하게 타는 정혁이집 들어가는데 차 주차 어디다 했냐고 물어보더니트렁크에서 자전거 꺼내라고 화저녁으로 뻥쟁이네 세트랑 껍데기 먹는데 짱맛있음고기도 껍데기도 다 맛있음마지막 볶음밥도 굿차는 코젤맥주마시러 필스너하우스코젤맥주 년만에 먹는 듯 수 목사진이 없어서 기억도 없음금오전근무만 하는날이라정혁 통장 다시 만들러주식하느냐고 모았던 돈 다 뽑았는데다시 시작해주려고적금 입출금 주택청약 증권계좌까지 만듬개화산 약사사 방문 차로 코앞까지 갈 수 있음오빠 대학생때 가봤다고 하고시엄마 다니시는 절이라고 해서 다녀와봄앞에 폭포도 있어서 정혁이 좋아함 젠틀맨식탁어디갈지 백군데 알아보다가 오빠가 고른 식당근데 메뉴 다 맛있음다행히 정혁이까지 잘 먹어줌 고맙 집 가는길에 이마트 들려서 장보고 가는데책에서 본 산딸기 보더니저거 먹어야겠다고 손에 꼭 쥐고 감사실 카트에 넣는 척 하고 뺐다가 걸렸음 토정혁이랑 보내는 오전상동호수공원에 새로 오픈한 식물원수피아 다녀옴서울식물원보다는 작지만볼 수 있는게 많아서 정혁이랑 구경갔음갔다가 할아버지할머니 만나러 다녀옴 집에서 낮잠자고 저녁에는 정혁친구랑 내친구랑 스타필드 다녀옴애셋이라 남편도 데리고 다녀옴 일연보람목장 낙농체험하러 다녀옴피자도만들고송아지 우유도 주고토끼 기니피그 양배추주고염소 건초 주고젖짜기는 무서워서 패스하고 마지막 물놀이까지 완벽하게 하고 옴 ,2,1
 무지출는 없다 덜지출 헤어모델로 무지출 미용하기 발렌타인 초콜렛 직접 만들어서 선물하기 저번주 가장 최고의 덜지출은 헤어모델로 미용비 무지출하기몇년간 헤어로 지출비 만원 안쪽커트만 몇번씩내가 매번 헤어모델로 머리하니까회사분들중에 내가 돈 많이 드는 여자라고 하시는 분 있었는데사실 그분보다 내가 돈 더 안들껄욯 물론 예쁜척하고 셀카 찍어서 제공하고얼굴이 나오는 것이 부담스럽다면 하지 않는것을 추천저는 오랜  운영과 운영으로 전혀 부담이 아님 발렌타인 초콜렛은 직접 만들어서 선물사는거랑 돈은 얼마 차이 안날지도하지만 마음이 중요하니까덜지출 딱기다려 ,2,1
   지출  어제 찌개를 끓여두길 잘했다아침에 일어나자마자찌개 데우고 밥 돌리고김 뜯고 먹고 씻고 준비하고나가기까지 시간이 얼마 안 걸리더라 머릿속에 온통 돈 생각뿐이라 그런가간밤 꿈속에서도 돈 때문에 전전긍긍하는내 모습을 마주할 수 있었다도 왠지 무지출데이를 실행하고 싶은욕구가 가득 샘솟아서 바쁜 월요일임을 핑계 삼아점심 파트너에게 은 바빠서나는 따로 편의점 음식으로 간단히 해결하겠다고 양해를 구했다물론 그럴 생각은 없었지만 왜냐면 지난번  포인트를이미 다 소진했고내게 남은 것이라곤오케이캐쉬백 포인트와토스 포인트뿐이었는데이걸 억지로 소진해가며배를 채우고픈 마음은 들지 않았다그런데 그때문자가 하나 수신되었는데 지난번 발급받은 농협카드 서비스로쿠폰이 발급된 것이다 굶주리고 헐벗은 직장인은당연히 편의점 상품권을 골랐다 그렇게 점심시간이 되었고편의점에서 사 온 반숙 계란으로허기를 달래며 급한 일을 쳐냈다 너무너무 힘든 날이었다 월요일이 다 그렇긴 하지만퇴근 시간이 지나고도한 시간 반을 더 야근을 하고집에 올 수 있었다 아까 편의점 상품권으로반숙 계란을 두 개 사두길 잘했다정말 배고파 죽을 뻔했다 집에 오자마자 아침에 먹었던메뉴 그대로 허겁지겁 먹었다 오는 길에 점심 파트너가저녁을 함께 먹자고 했지만겨우겨우 달성한 무지출을 깰 수 없기에가까스로 거절하고 집으로 왔다 너무 맛있어서김치찌개를 그만 다 먹어버렸다내일 아침도 또 먹을 수 있게한 냄비를 또 끓여둔다 그저 단순한 김치찌개인데자존감이 올라가는 기분이다 왜 요리를 스스로 해보라는지 알겠다 도 무지출 달성 ,2,1
   월 둘째주   짠테크하면서 돈 잘쓰고 갓생 살고 싶다 은 혼잣말을 그냥 끄적이고 싶다 짠테크를 시작하기 전에 내가 아끼고 짠테크 하는 이유를 먼저 생각하고 시작해야한다그리고 짠테크 하면서도 절대 초심을 잃으면 안된다돈만 쫓으며자신의 행복과 건강 그리고 사람을 잃는 경우를 종종 봐왔다나의 행복과 건강이 없이 돈이 무슨 의미가 있을까 라는게 나의 극히 주관적인 생각 짠테크를 하면서도 작은돈으로 만족스러운 소비를 하는 방법은무엇이 있을까 내 생각에서 올바른 짠테크는 반드시 소비가 있어야 한다만족스러운 소비작은돈 큰기쁨뭐든 비싼걸 구입해야 더 기쁘고 좋은거 아니에요라고 물으신다면경우에 따라 그럴수도 있고 아닐수도 있는거라 토스뱅크 키워봐요 적금 일째 토스뱅크 키워봐요 적금꾸준히 회차까지 왔다이제 앞으로 회 남았다절반 넘기고 나니 시간이 빨리 지나가는 듯 느껴진다 먼저 저축하기 똑같은 돈이지만 고민하고 쓰는 돈과 그냥 쓰는 돈은 체감하는 가치가 다르다계획없이 쓰면 특별히 쓴것도 없는데 만원이나 소비했다는 생각이 들고계획을 하고 쓰면 같은 만원도 훨씬 더 만족스럽게 쓸 수 있다소비할수록 총효용은 늘어나지만소비하면 할수록 행복감믄 줄어든다계속 똑같은 소비반복되는 소비불필요한 소비많은 예산에 계획없이 쓰는 소비는 대부분 효용이 떨어지는 소비이다 ,2,4
